id,text,target
34317,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Antifa doesn't beat facsists to try to get them to change their mind - they know it's a lost cause to try to change a fascist's mind. They do it to scare them into hiding, to demoralize them, and to stop the spread of their hateful ideology. There is no forcing views on others"".""",1
44837,@USER @USER SOROS is at the root of everything and anything anti American. He has his money in Hollywood all the way to Islam and ANTIFA to illegals . URL,0
36289,#FireMorningJoe he is cut from the same cloth as all other conservatives. His misogyny and bigotry are always on display. He is responsible for Trump. URL,1
80570,@USER @USER Truly has got to be the most idiotic thing I've ever seen.,1
43185,@USER @USER Brigitte Gabriel has experienced a life that most would have nightmares from. She is sounding the alarm for Americans. Buy her book pay attention to what she is warning America about,0
86477,@USER @USER @USER @USER @USER @USER @USER @USER @USER It does work. If you want to control a population.  Australian gun control had no effect on homicides.,1
67080,@USER @USER Poor baby.,0
96270,@USER @USER @USER @USER Antifa = Democrats = Dixiecrats = KKK URL URL,0
44015,@USER @USER Liberals ruin everything!,1
48060,"@USER @USER @USER And don't forget his telling a primarily black liberal audience conservatives want to put them back in chains""""",0
31065,@USER Sad for both!!! To be exploited and also to have a reputation destroyed! Now I’ve read she’s  part of Antifa! ????!,0
10133,@USER @USER You look happy .MAGA,1
22128,@USER @USER @USER Trump proposes racial profiling as a tactic 'to start thinking about' URL,0
36518,@USER Introducing my sweet sweet baby king! He is always sooo nice! And when I try to sit on the sofa he NEVER attacks me! URL,0
99618,"@USER @USER Exactly. He is on record basically saying the President is above the law."" It should be noted that the #gop is fine with this. Rudy has his own issues. URL",0
53309,#KamalaHarris The New Dem Emperor with No Clothes Taxpayers Funded ‘Unprecedented’ Armed Protection for Gun Control Sen. Kamala Harris URL via @USER,0
29497,@USER Yet she is fat herself.,1
84329,@USER @USER There was plenty of evidence that he was guilty of what Hill accused him of but since conf hearings aren't about guilty/innocence got on the bench. Times are diff now. Why as a journalist you don't call out white supremacy/alt-right but Antifa and pick on @USER,0
50315,@USER @USER You don’t understand who he is and is capablities. Despite the proof in the economy.  My hypothesis is that you have been lied to by liberals your entire life and are believing what you are told. The liberal media made bill Clinton look good and could do the same with trump.,0
97959,..oath must be subpoenaed to testify. There is a lifetime appointment at stake here. Please do it right this time &amp; do not allow  Orrin Hatch who has already made up his mind she is lying be allowed to question her. His kind of questions could invite a lawsuit.,0
66524,@USER @USER Y’all are the best,0
97300,@USER @USER @USER What a joke! She is a Gem alright!! She is a Racist phony! Right along with this Racist Phony. That thinks she will follow me from her second account. And block me. Because I speak the truth. I could care less about follower's. Like it's a big party. I care that they discriminate URL,1
40855,@USER @USER @USER Because i'm a little concerned about the Q followers because they slowly become more and more a sort of right wing sjw antifa thingie  (Also excuse me for my horrible English it's not my native languase and didn't had much schooling in it so i'm sorry if it sucks. 😅),0
84100,@USER Yep Antifa are literally Hitler.,0
21270,@USER Wow you are so hot 😍😍😍😍😗😗😗😗😗,0
41818,@USER she is the most deserving woman to be happy !!,0
12435,@USER @USER @USER @USER I've noticed a lot of conservatives are thoroughly disingenuous when engaging in twitter.,0
14808,@USER @USER @USER May be you have forgotten that at the moment we are EU citizens and so all rights afforded to us are the same as for other EU citizens. Don’t believe all the shit that goes on in your head.,1
84523,Just watching a Horizon show  about scientists that discovered a DNA mix between humans and Neanderthals.Would have thought Trump getting elected would have been proof enough. #MAGA,0
61917,@USER @USER I hope there is a way to watch it on TV.  Ted spanking liberals is always enjoyable.,0
33322,@USER @USER Just looked up his work History he is listed on the Board of Leading Age Services Aust (LASA) and comes from Medicare Local Alliance...what ever the hell that is,1
79251,@USER He should look in a mirror!,0
42540,@USER I’m sure he is. 💜,0
13881,@USER @USER Send him this @USER party #manifesto where they promised they will help families maybe that will remind him his duties. #HostileEnvironment #PriceOnLove #SkypeFamilies @USER @USER @USER URL,0
70402,"@USER @USER @USER @USER Families being separated at the border. In fact, the picture of children in cages that Liberals were using to show how evil"" Trump is was actually taken while OBAMA was President""",0
87206,@USER @USER We had a Peoples Vote on 23 June 2016. The people rejected the craven @USER worship which you stand for - by a majority of over 1m. You’re contemptuously defying the will of the people &amp; @USER 2017 GE manifesto &amp; supporting Soros in undermining democracy instead,0
87300,@USER Cause who bitches be playing with 😭😭😭😭 god aint give me the gift for nothing,1
14948,@USER @USER Melting snow flakes,0
66798,@USER Who’s the victim? That remains to be seen. Liberals have turned Kavanaughs hearings into a circus from the first minute it started.,0
80497,@USER Coming from the man that threatened to try and kick Turmps ass now don't that take a set of ball's,1
38561,@USER @USER You're shocked to hear that liberals want to centralize power at the federal level?,0
55203,@USER @USER HE IS BEST OF THE BEST!😍😍,0
31776,#WhatILearnedToday liberals can’t win without lying,0
60916,@USER Fast and Furious Holder lol,0
97277,@USER Getting scared ugly man?,1
63113,@USER is one of the only shows that are a Progressive that I can stand to watch. He dislikes the right and left evenly and you know who he is right from the start. If you've never seen his show check it out on YouTube. Insightful ❤🇺🇸 #MAGA,0
59721,@USER He is NOT Supreme Court worthy,0
53839,@USER God I hope not! URL,0
95200,@USER @USER @USER @USER @USER Bitch.. URL,1
48548,@USER 2 Republican Men in a picture 85 and 84 what are men of that age are Law Makers too old no sorry young Republicans are like young Conservatives they are all born at 40 years of age,0
62107,@USER yea your the bitch on the right getting smacked URL,1
22879,@USER @USER @USER @USER It’s called educating liberals.,0
81470,"#maga #christineford #trump2020 #tcot #ccot #AmericaFirst #Patriots @USER  #BrettKavanaugh had this to say about Bill Clinton during Whitewater:   It's imperative to make his pattern of revolting behavior clear -- piece by painful piece.""   Indeed. URL",1
20322,"#MAGA people are very low IQ. GDP Growth"" means LITERALLY NOTHING. In no way does this translate to higher income for white familes or individuals. All that billions goes to companies or government.   And what jobs did he create? Labour which pays less than living wage lmao? URL",1
26694,@USER @USER IF YOU WONNA GET PAID...Pick up the energy people!!!! Scream and shout like you’re at the  #Kavanaugh hearing! URL,0
60130,@USER Bro go watch how he hold his backwood in the interview like that shit was irritating lmao nigga is mad suspicious,1
54559,A bitch built like that could beat my ass all she wants URL,1
34961,@USER @USER @USER @USER @USER @USER @USER @USER Trash,0
14285,@USER @USER Very pathetic man !,1
19121,@USER Shouldve played saint marie instead of london docks. Saint was ass for me 👌,0
61272,@USER Thank goodness he is not MN passive aggressive. Love it!!,0
25360,@USER @USER We can empty all our prisons also and just say they broke no laws.....Liberal logic.,0
56949,@USER @USER She is an angel! Much love to her!,0
34893,@USER @USER For what? Why are you asking for his arrest?  Liberals being butthurt for 19 months is not an impeachable offense.,0
90958,@USER @USER The tolerant Left,0
42133,@USER @USER @USER @USER @USER @USER You must be talking about hateful conservatives.,1
18834,@USER @USER Thats correct!!! #MAGA,1
12741,@USER @USER @USER @USER Show me a single case where antifa have actually murdered someone.  Because the far right murdered someone at Charlottesville 🤷  Hypocrisy works both ways.,0
42528,@USER If bobby is fit thats exactly what i would say but not sure if he is or not,0
14850,@USER Does skip realize that by saying you should become a professional tweeter that he is kind of shitting on sports casters?  How many TD receptions skip have this year?,0
76709,"@USER @USER @USER @USER This is great! Mark The Great One"" Levin and Candace ""The Great"" Owens together! This team is unbeatable! They just sent liberals into a frenzy again! A whole block of liberal voters just had their heads explode! And...sadly, Alyssa Milano just wet her pants again! Great team!""",1
14037,@USER @USER @USER You are grossly misinterpreting who is against this. People across all parties condemn this action. Look no further than Bill Davis and Brian Mulroney to see that even conservatives think this is a horrible decision.,0
11640,@USER @USER @USER @USER I wasn't proposing scare tactics. I really meant what I said. Trump can easily pull the good maga Republicans and can easily steal enough votes from GOP Dem and independents and will bring fresh breath to our rotten politics. Think about it.,1
90912,@USER Notice how everyone avoids this tweet ☝️☝️  They might think you are referring to them. 😂😂  But not me comrade. I stalk everyone. 🤟🤟,0
97936,@USER It’s so weirdly vicious and bitter to extrapolate from ‘everyone should have access to decent healthcare’ to ‘Liberals think all criminals should be free.’  It reveals a pretty brutalist and impenetrable mind.,1
23853,#Health &amp; #Nature under threat from #UK #US @USER URL,0
58454,@USER @USER Why didn't Kavanaugh need terms? Guilty people: those are the ones that need terms.  Let me clue you in: they're worried that she is going to make a terrible impression and will not be believable. They're trying to manage that concern.,0
13136,An Anonymous message to #Antifa #Q #QAnon #TheGreatAwakening #CommieClowns #ResistanceRises #Resistance URL,0
74670,@USER Antifa has no place in society!,0
45111,@USER @USER has two votes in our home!  West Texas is stoked about him!  He is inspiring!  He can do this!,0
11405,@USER Grape!,0
90605,@USER HELLO SOMEBODY NEED HYUKJAE NOW SHE IS IN DANGER BY WATCHING YOUR FANCAMS,0
28728,@USER He never did show much intelligence.,0
68007,@USER URL It's a guy. Guy looks like a Sheila. #QANON #MAGA #GREATAWAKENING -Crocodile Dundee URL,0
88809,@USER @USER @USER Here's the problem...if you go back to Fast and Furious you have proof that the ATF was looking to influence gun control in the US. It may be preposterous that the government would fake Sandy Hook isn't facilitating a drug war somewhat similar?,0
71577,@USER All you need to know is he is empty inside,1
15863,@USER Oh dear. I’m so sorry you are having migraine. I have them as well. Sending up prayers for you. ❤️😊🌹,0
11918,"@USER My sister by far. She is the kindest, sweetest person alive. Use to be my grandma but she passed in May. That woman was a saint. Even had a song written about her, My mom's a saint"". Written by her children of course. URL",0
34443,@USER @USER Who authorized a search warrant of mr Jean home?  Racist what about her drug test. This is premediated murder. He will not be slandered. He is the victim.,1
75384,@USER The suicide rate in America is similar to other countries that have strict gun control.They use other URL the U.K. jumping from cliffs and bridges is a common method.,0
68664,@USER Are you joining ANTIFA?,0
90705,@USER @USER Apparently durbin has amnesia,0
83290,5/5 Canada has regulated firearms since the last quarter of the 19th century. Those laws have probably contributed to Canada having only 1% as many handguns in circulation as in the US.  URL,0
37630,3rd time in my teacher career that I’ve had a parent tell me that he/she is praying for me. I always consider that a win 👏🏻👏🏻 #teacherlife #prayalloftheprayers URL,0
51377,@USER you are most welcome!!! #WhysJamesCryin???,0
51635,@USER @USER Funny watching these liberals all of a sudden do a 180 on being transparent.  Warner had no problems with leaks.  Now when the truth is out he has issues.    Its over.  Some people are in big trouble.  Warner is likely one of them.,0
14407,@USER Brown like you,0
